pl_name,hip_name,sy_pnum
HD 32963 b,HIP 23884,1
HD 330075 b,HIP 77517,1
HD 330075 b,HIP 77517,1
HD 331093 b,,1
HD 33142 b,HIP 23844,3
HD 33142 b,HIP 23844,3
HD 33142 b,HIP 23844,3
HD 33142 b,HIP 23844,3
HD 33142 c,HIP 23844,3
HD 33142 c,HIP 23844,3
HD 33142 d,HIP 23844,3
HD 332231 b,,1
HD 332231 b,,1
HD 332231 b,,1
HD 332231 b,,1
HD 33283 b,HIP 23889,1
HD 33283 b,HIP 23889,1
HD 33283 b,HIP 23889,1
HD 33564 b,HIP 25110,1
HD 33844 b,HIP 24275,2
HD 33844 b,HIP 24275,2
HD 33844 c,HIP 24275,2
HD 34445 b,HIP 24681,6
HD 34445 b,HIP 24681,6
HD 34445 b,HIP 24681,6
HD 34445 b,HIP 24681,6
HD 34445 c,HIP 24681,6
HD 34445 d,HIP 24681,6
HD 34445 e,HIP 24681,6
HD 34445 f,HIP 24681,6
HD 34445 g,HIP 24681,6
HD 35759 b,HIP 25883,1
HD 360 b,,1
HD 36384 b,HIP 26638,1
HD 3651 b,HIP 3093,1
HD 3651 b,HIP 3093,1
HD 3651 b,HIP 3093,1
HD 3651 b,HIP 3093,1
HD 3651 b,HIP 3093,1
HD 37124 b,HIP 26381,3
HD 37124 b,HIP 26381,3
HD 37124 b,HIP 26381,3
HD 37124 b,HIP 26381,3
HD 37124 b,HIP 26381,3
HD 37124 c,HIP 26381,3
HD 37124 c,HIP 26381,3
HD 37124 c,HIP 26381,3
HD 37124 c,HIP 26381,3
HD 37124 c,HIP 26381,3
HD 37124 d,HIP 26381,3
HD 37124 d,HIP 26381,3
HD 37124 d,HIP 26381,3
HD 37124 d,HIP 26381,3
HD 37605 b,HIP 26664,2
HD 37605 b,HIP 26664,2
HD 37605 b,HIP 26664,2
HD 37605 b,HIP 26664,2
HD 37605 b,HIP 26664,2
HD 37605 b,HIP 26664,2
HD 37605 c,HIP 26664,2
HD 37605 c,HIP 26664,2
HD 37605 c,HIP 26664,2
HD 3765 b,HIP 3206,1
HD 38283 b,HIP 26380,1
HD 38283 b,HIP 26380,1
HD 38529 b,HIP 27253,2
HD 38529 b,HIP 27253,2
HD 38529 b,HIP 27253,2
HD 38529 b,HIP 27253,2
HD 38529 b,HIP 27253,2
HD 38529 b,HIP 27253,2
HD 38529 b,HIP 27253,2
HD 38529 c,HIP 27253,2
HD 38529 c,HIP 27253,2
HD 38529 c,HIP 27253,2
HD 38529 c,HIP 27253,2
HD 38529 c,HIP 27253,2
HD 38529 c,HIP 27253,2
HD 38529 c,HIP 27253,2
HD 38801 b,HIP 27384,1
HD 38801 b,HIP 27384,1
HD 38801 b,HIP 27384,1
HD 38801 b,HIP 27384,1
HD 38801 b,HIP 27384,1
HD 39091 b,HIP 26394,3
HD 39091 b,HIP 26394,3
HD 39091 b,HIP 26394,3
HD 39091 b,HIP 26394,3
HD 39091 b,HIP 26394,3
HD 39091 b,HIP 26394,3
HD 39091 b,HIP 26394,3
HD 39091 b,HIP 26394,3
HD 39194 b,HIP 27080,3
HD 39194 c,HIP 27080,3
HD 39194 d,HIP 27080,3
HD 39855 b,HIP 27922 A,1
HD 40307 b,HIP 27887,5
HD 40307 b,HIP 27887,5
HD 40307 b,HIP 27887,5
HD 40307 c,HIP 27887,5
HD 40307 c,HIP 27887,5
HD 40307 c,HIP 27887,5
HD 40307 d,HIP 27887,5
HD 40307 d,HIP 27887,5
HD 40307 d,HIP 27887,5
HD 40307 f,HIP 27887,5
HD 40307 f,HIP 27887,5
HD 40307 f,HIP 27887,5
HD 40307 g,HIP 27887,5
HD 40307 g,HIP 27887,5
HD 40956 b,HIP 28951,1
HD 40979 b,HIP 28767,1
HD 40979 b,HIP 28767,1
HD 40979 b,HIP 28767,1
HD 40979 b,HIP 28767,1
HD 41004 A b,HIP 28393 A,2
HD 41004 B b,HIP 28393 B,2
HD 41004 B b,HIP 28393 B,2
HD 4113 b,HIP 3391,1
HD 4113 b,HIP 3391,1
HD 42012 b,HIP 29242,1
HD 4203 b,HIP 3502,2
HD 4203 b,HIP 3502,2
HD 4203 b,HIP 3502,2
HD 4203 b,HIP 3502,2
HD 4203 b,HIP 3502,2
HD 4203 c,HIP 3502,2
HD 4203 c,HIP 3502,2
HD 4203 c,HIP 3502,2
HD 4208 b,HIP 3479,1
HD 4208 b,HIP 3479,1
HD 4208 b,HIP 3479,1
HD 4208 b,HIP 3479,1
HD 4208 b,HIP 3479,1
HD 42618 b,HIP 29432,1
HD 42618 b,HIP 29432,1
HD 4308 b,HIP 3497,1
HD 4308 b,HIP 3497,1
HD 4313 b,HIP 3574,1
HD 4313 b,HIP 3574,1
HD 4313 b,HIP 3574,1
HD 43197 b,HIP 29550,2
HD 43197 b,HIP 29550,2
HD 43197 c,HIP 29550,2
HD 43691 b,HIP 30057,1
HD 43691 b,HIP 30057,1
HD 44219 b,HIP 30114,1
HD 44219 b,HIP 30114,1
HD 45184 b,HIP 30503,2
HD 45184 b,HIP 30503,2
HD 45184 c,HIP 30503,2
HD 45184 c,HIP 30503,2
HD 45350 b,HIP 30860,1
HD 45350 b,HIP 30860,1
HD 45350 b,HIP 30860,1
HD 45350 b,HIP 30860,1
HD 45364 b,HIP 30579,2
HD 45364 b,HIP 30579,2
HD 45364 c,HIP 30579,2
HD 45364 c,HIP 30579,2
HD 45652 b,HIP 30905,1
HD 45652 b,HIP 30905,1
HD 45652 b,HIP 30905,1
HD 457 b,,1
HD 46375 b,HIP 31246,1
HD 46375 b,HIP 31246,1
HD 46375 b,HIP 31246,1
HD 47186 b,HIP 31540,2
HD 47186 b,HIP 31540,2
HD 47186 c,HIP 31540,2
HD 4732 b,HIP 3834,2
HD 4732 b,HIP 3834,2
HD 4732 c,HIP 3834,2
HD 4732 c,HIP 3834,2
HD 47366 b,HIP 31674,2
HD 47366 b,HIP 31674,2
HD 47366 b,HIP 31674,2
HD 47366 c,HIP 31674,2
HD 47366 c,HIP 31674,2
HD 47366 c,HIP 31674,2
HD 47536 b,HIP 31688,1
HD 47536 b,HIP 31688,1
HD 4760 b,HIP 3869,1
HD 48265 b,HIP 31895,1
HD 48265 b,HIP 31895,1
HD 48265 b,HIP 31895,1
HD 4917 b,HIP 3975,1
HD 49674 b,HIP 32916,1
HD 49674 b,HIP 32916,1
HD 49674 b,HIP 32916,1
HD 49674 b,HIP 32916,1
HD 49674 b,HIP 32916,1
HD 50499 b,HIP 32970,2
HD 50499 b,HIP 32970,2
HD 50499 b,HIP 32970,2
HD 50499 b,HIP 32970,2
HD 50499 b,HIP 32970,2
HD 50499 c,HIP 32970,2
HD 50499 c,HIP 32970,2
HD 50554 b,HIP 33212,1
HD 50554 b,HIP 33212,1
HD 50554 b,HIP 33212,1
HD 50554 b,HIP 33212,1
HD 50554 b,HIP 33212,1
HD 50554 b,HIP 33212,1
HD 51608 b,HIP 33229,2
HD 51608 c,HIP 33229,2
HD 52265 b,HIP 33719,1
HD 52265 b,HIP 33719,1
HD 52265 b,HIP 33719,1
HD 52265 b,HIP 33719,1
HD 52265 b,HIP 33719,1
HD 52265 b,HIP 33719,1
HD 5278 b,HIP 3911,2
HD 5278 b,HIP 3911,2
HD 5278 b,HIP 3911,2
HD 5278 c,HIP 3911,2
HD 5319 b,HIP 4297,2
HD 5319 b,HIP 4297,2
HD 5319 b,HIP 4297,2
HD 5319 b,HIP 4297,2
HD 5319 b,HIP 4297,2
HD 5319 c,HIP 4297,2
HD 5319 c,HIP 4297,2
HD 5319 c,HIP 4297,2
HD 55696 b,HIP 34801,1
HD 55696 b,HIP 34801,1
HD 5583 b,,1
HD 5608 b,HIP 4552,1
HD 5608 b,HIP 4552,1
HD 5608 b,HIP 4552,1
HD 5608 b,HIP 4552,1
HD 564 b,HIP 801,1
HD 56414 b,,1
HD 56414 b,,1
HD 56957 b,,1
HD 5891 b,HIP 4715,1
HD 5891 b,HIP 4715,1
HD 59686 A b,HIP 36616,1
HD 60292 b,HIP 37196,1
HD 60532 b,HIP 36795,2
HD 60532 b,HIP 36795,2
HD 60532 c,HIP 36795,2
HD 60532 c,HIP 36795,2
HD 62364 b,HIP 36941,2
HD 62364 b,HIP 36941,2
HD 62364 b,HIP 36941,2
HD 62364 b,HIP 36941,2
HD 62364 c,HIP 36941,2
HD 62509 b,HIP 37826,1
HD 62509 b,HIP 37826,1
HD 62509 b,HIP 37826,1
HD 62509 b,HIP 37826,1
HD 62549 b,,1
HD 63433 b,HIP 38228,3
HD 63433 b,HIP 38228,3
HD 63433 b,HIP 38228,3
HD 63433 b,HIP 38228,3
HD 63433 b,HIP 38228,3
HD 63433 c,HIP 38228,3
HD 63433 c,HIP 38228,3
HD 63433 c,HIP 38228,3
HD 63433 c,HIP 38228,3
HD 63433 c,HIP 38228,3
HD 63433 c,HIP 38228,3
HD 63433 d,HIP 38228,3
HD 63454 b,HIP 37284,1
HD 63454 b,HIP 37284,1
HD 63454 b,HIP 37284,1
HD 63765 b,HIP 38041,1
HD 63765 b,HIP 38041,1
HD 63935 b,HIP 38374,2
HD 63935 b,HIP 38374,2
HD 63935 c,HIP 38374,2
HD 63935 c,HIP 38374,2
HD 64114 b,HIP 38392,1
HD 64121 b,,1
HD 6434 b,HIP 5054,1
HD 6434 b,HIP 5054,1
HD 6434 b,HIP 5054,1
HD 65216 b,HIP 38558,2
HD 65216 b,HIP 38558,2
HD 65216 b,HIP 38558,2
HD 65216 b,HIP 38558,2
HD 65216 c,HIP 38558,2
HD 65216 c,HIP 38558,2
HD 66141 b,HIP 39311,1
HD 66428 b,HIP 39417,2
HD 66428 b,HIP 39417,2
HD 66428 b,HIP 39417,2
HD 66428 b,HIP 39417,2
HD 66428 b,HIP 39417,2
HD 66428 b,HIP 39417,2
HD 66428 b,HIP 39417,2
HD 66428 c,HIP 39417,2
HD 66428 c,HIP 39417,2
HD 67087 b,HIP 39767,2
HD 67087 c,HIP 39767,2
HD 6718 b,HIP 5301,1
HD 6718 b,HIP 5301,1
HD 68402 b,HIP 39589,1
HD 68402 b,HIP 39589,1
HD 6860 b,HIP 5447,1
HD 68988 b,HIP 40687,2
HD 68988 b,HIP 40687,2
HD 68988 b,HIP 40687,2
HD 68988 b,HIP 40687,2
HD 68988 c,HIP 40687,2
HD 69123 b,HIP 40344,1
HD 69123 b,HIP 40344,1
HD 69830 b,HIP 40693,3
HD 69830 b,HIP 40693,3
HD 69830 c,HIP 40693,3
HD 69830 c,HIP 40693,3
HD 69830 d,HIP 40693,3
HD 69830 d,HIP 40693,3
HD 70573 b,,1
HD 70642 b,HIP 40952,1
HD 70642 b,HIP 40952,1
HD 70642 b,HIP 40952,1
HD 70642 b,HIP 40952,1
HD 70642 b,HIP 40952,1
HD 7199 b,HIP 5529,1
HD 7199 b,HIP 5529,1
HD 72490 b,HIP 41997,1
HD 72659 b,HIP 42030,2
HD 72659 b,HIP 42030,2
HD 72659 b,HIP 42030,2
HD 72659 b,HIP 42030,2
HD 72659 b,HIP 42030,2
HD 72659 b,HIP 42030,2
HD 72659 b,HIP 42030,2
HD 72659 b,HIP 42030,2
HD 72659 c,HIP 42030,2
HD 72892 b,HIP 42098,1
HD 72892 b,HIP 42098,1
HD 73256 c,HIP 42214,1
HD 73267 b,HIP 42202,2
HD 73267 b,HIP 42202,2
HD 73267 b,HIP 42202,2
HD 73267 b,HIP 42202,2
HD 73267 c,HIP 42202,2
HD 73267 c,HIP 42202,2
HD 73526 b,HIP 42282,2
HD 73526 b,HIP 42282,2
HD 73526 b,HIP 42282,2
HD 73526 c,HIP 42282,2
HD 73534 b,HIP 42446,1
HD 73534 b,HIP 42446,1
HD 73534 b,HIP 42446,1
HD 73534 b,HIP 42446,1
HD 73534 b,HIP 42446,1
HD 73583 b,HIP 42401,2
HD 73583 b,HIP 42401,2
HD 73583 b,HIP 42401,2
HD 73583 b,HIP 42401,2
HD 73583 c,HIP 42401,2
HD 73583 c,HIP 42401,2
HD 73583 c,HIP 42401,2
HD 74156 b,HIP 42723,2
HD 74156 b,HIP 42723,2
HD 74156 b,HIP 42723,2
HD 74156 b,HIP 42723,2
HD 74156 b,HIP 42723,2
HD 74156 b,HIP 42723,2
HD 74156 c,HIP 42723,2
HD 74156 c,HIP 42723,2
HD 74156 c,HIP 42723,2
HD 74156 c,HIP 42723,2
HD 74156 c,HIP 42723,2
HD 74156 c,HIP 42723,2
HD 74156 c,HIP 42723,2
HD 74156 c,HIP 42723,2
HD 7449 b,HIP 5806,1
HD 7449 b,HIP 5806,1
HD 7449 b,HIP 5806,1
HD 7449 b,HIP 5806,1
HD 7449 b,HIP 5806,1
HD 74698 b,HIP 42532,2
HD 74698 c,HIP 42532,2
HD 75289 b,HIP 43177,1
HD 75289 b,HIP 43177,1
HD 75289 b,HIP 43177,1
HD 75289 b,HIP 43177,1
HD 75302 b,HIP 43297,1
HD 75784 b,HIP 43569,2
HD 75784 b,HIP 43569,2
HD 75784 b,HIP 43569,2
HD 75784 c,HIP 43569,2
HD 75784 c,HIP 43569,2
HD 75784 c,HIP 43569,2
HD 75898 b,HIP 43674,1
HD 75898 b,HIP 43674,1
HD 75898 b,HIP 43674,1
HD 76700 b,HIP 43686,1
HD 76700 b,HIP 43686,1
HD 76700 b,HIP 43686,1
HD 76920 b,HIP 43803,1
HD 77338 b,HIP 44291,1
HD 77338 b,HIP 44291,1
HD 77946 b,HIP 44746,1
HD 77946 b,HIP 44746,1
HD 79181 b,,1
HD 7924 b,HIP 6379,3
HD 7924 b,HIP 6379,3
HD 7924 b,HIP 6379,3
HD 7924 b,HIP 6379,3
HD 7924 b,HIP 6379,3
HD 7924 c,HIP 6379,3
HD 7924 c,HIP 6379,3
HD 7924 d,HIP 6379,3
HD 7924 d,HIP 6379,3
HD 79498 b,HIP 45406,1
HD 79498 b,HIP 45406,1
HD 80606 b,HIP 45982,1
HD 80606 b,HIP 45982,1
HD 80606 b,HIP 45982,1
HD 80606 b,HIP 45982,1
HD 80606 b,HIP 45982,1
HD 80606 b,HIP 45982,1
HD 80606 b,HIP 45982,1
HD 80653 b,,2
HD 80653 b,,2
HD 80653 b,,2
HD 80653 b,,2
HD 80869 b,HIP 46022,1
HD 80869 b,HIP 46022,1
HD 80869 b,HIP 46022,1
HD 80883 b,,1
HD 80913 b,,1
HD 81040 b,HIP 46076,1
HD 81040 b,HIP 46076,1
HD 81040 b,HIP 46076,1
HD 81040 b,HIP 46076,1
HD 81688 b,HIP 46471,1
HD 81688 b,HIP 46471,1
HD 81688 b,HIP 46471,1
HD 81817 b,HIP 47193,2
HD 81817 b,HIP 47193,2
HD 81817 c,HIP 47193,2
HD 82886 b,HIP 47087,1
HD 82886 b,HIP 47087,1
HD 82943 b,HIP 47007,2
HD 82943 b,HIP 47007,2
HD 82943 b,HIP 47007,2
HD 82943 b,HIP 47007,2
HD 82943 b,HIP 47007,2
HD 82943 c,HIP 47007,2
HD 82943 c,HIP 47007,2
HD 82943 c,HIP 47007,2
HD 82943 c,HIP 47007,2
HD 82943 c,HIP 47007,2
HD 8326 b,HIP 6390,1
HD 83443 b,HIP 47202,2
HD 83443 b,HIP 47202,2
HD 83443 b,HIP 47202,2
HD 83443 b,HIP 47202,2
HD 83443 b,HIP 47202,2
HD 83443 b,HIP 47202,2
HD 83443 b,HIP 47202,2
HD 83443 c,HIP 47202,2
HD 8535 b,HIP 6511,1
HD 85390 b,HIP 48235,1
HD 85390 b,HIP 48235,1
HD 85390 b,HIP 48235,1
HD 85512 b,HIP 48331,1
HD 85512 b,HIP 48331,1
HD 8574 b,HIP 6643,1
HD 8574 b,HIP 6643,1
HD 8574 b,HIP 6643,1
HD 8574 b,HIP 6643,1
HD 86065 b,,1
HD 86081 b,HIP 48711,1
HD 86081 b,HIP 48711,1
HD 86081 b,HIP 48711,1
HD 86226 b,HIP 48739,2
HD 86226 b,HIP 48739,2
HD 86226 b,HIP 48739,2
HD 86226 c,HIP 48739,2
HD 86226 c,HIP 48739,2
HD 86226 c,HIP 48739,2
HD 86264 b,HIP 48780,1
HD 86264 b,HIP 48780,1
HD 86264 b,HIP 48780,1
HD 8673 b,HIP 6702,1
HD 8673 b,HIP 6702,1
HD 86950 b,HIP 49129,1
HD 87646 b,HIP 49522 A,1
HD 87883 b,HIP 49699,1
HD 87883 b,HIP 49699,1
HD 87883 b,HIP 49699,1
HD 87883 b,HIP 49699,1
HD 87883 b,HIP 49699,1
HD 88072 b,,1
HD 88133 b,HIP 49813,1
HD 88133 b,HIP 49813,1
HD 88133 b,HIP 49813,1
HD 88133 b,HIP 49813,1
HD 88133 b,HIP 49813,1
HD 88133 b,HIP 49813,1
HD 88986 b,HIP 50316,1
HD 89307 b,HIP 50473,1
HD 89307 b,HIP 50473,1
HD 89307 b,HIP 50473,1
HD 89307 b,HIP 50473,1
HD 89307 b,HIP 50473,1
HD 89307 b,HIP 50473,1
HD 89345 b,HIP 50496,1
HD 89345 b,HIP 50496,1
HD 89345 b,HIP 50496,1
HD 89345 b,HIP 50496,1
HD 89345 b,HIP 50496,1
HD 89744 b,HIP 50786,1
HD 89744 b,HIP 50786,1
HD 89744 b,HIP 50786,1
HD 89839 b,HIP 50653,1
HD 89839 b,HIP 50653,1
HD 90156 b,HIP 50921,1
HD 90156 b,HIP 50921,1
HD 9174 b,HIP 6993,1
HD 92788 b,HIP 52409,2
HD 92788 b,HIP 52409,2
HD 92788 b,HIP 52409,2
HD 92788 b,HIP 52409,2
HD 92788 b,HIP 52409,2
HD 92788 b,HIP 52409,2
HD 92788 c,HIP 52409,2
HD 92788 c,HIP 52409,2
HD 93083 b,HIP 52521,1
HD 93351 b,,2
HD 93351 c,,2
HD 93385 b,,3
HD 93385 c,,3
HD 93385 d,,3
HD 93963 A b,,2
HD 93963 A b,,2
HD 93963 A c,,2
HD 93963 A c,,2
HD 9446 b,HIP 7245,2
HD 9446 c,HIP 7245,2
HD 94771 b,HIP 53437,1
HD 94834 b,HIP 53545,1
HD 95086 b,HIP 53524,1
HD 95086 b,HIP 53524,1
HD 95086 b,HIP 53524,1
HD 95086 b,HIP 53524,1
HD 95086 b,HIP 53524,1
HD 95089 b,HIP 53666,2
HD 95089 b,HIP 53666,2
HD 95089 c,HIP 53666,2
HD 95089 c,HIP 53666,2
HD 95127 b,HIP 53733,1
HD 95127 b,HIP 53733,1
HD 95338 b,HIP 53719,1
HD 95338 b,HIP 53719,1
HD 95544 b,HIP 54203,1
HD 95544 b,HIP 54203,1
HD 95544 b,HIP 54203,1
HD 95735 c,HIP 54035,2
HD 95735 c,HIP 54035,2
HD 95872 b,,1
HD 95872 b,,1
HD 96063 b,HIP 54158,1
HD 96063 b,HIP 54158,1
HD 96127 b,HIP 54232,1
HD 96127 b,HIP 54232,1
HD 96167 b,HIP 54195,1
HD 96167 b,HIP 54195,1
HD 96167 b,HIP 54195,1
HD 96167 b,HIP 54195,1
HD 96700 b,HIP 54400,3
HD 96700 c,HIP 54400,3
HD 96700 d,HIP 54400,3
HD 96992 b,HIP 54595,1
HD 97037 b,,1
HD 97048 b,HIP 54413,1
HD 97658 b,HIP 54906,1
HD 97658 b,HIP 54906,1
HD 97658 b,HIP 54906,1
HD 97658 b,HIP 54906,1
HD 97658 b,HIP 54906,1
HD 97658 b,HIP 54906,1
HD 97658 b,HIP 54906,1
HD 97658 b,HIP 54906,1
HD 97658 b,HIP 54906,1
HD 97658 b,HIP 54906,1
HD 97658 b,HIP 54906,1
HD 98219 b,HIP 55174,1
HD 98219 b,HIP 55174,1
HD 98219 b,HIP 55174,1
HD 98649 b,HIP 55409,1
HD 98649 b,HIP 55409,1
HD 98649 b,HIP 55409,1
HD 98649 b,HIP 55409,1
HD 98736 b,HIP 55486 A,1
HD 99109 b,HIP 55664,1
HD 99109 b,HIP 55664,1
HD 99109 b,HIP 55664,1
HD 99283 b,,1
HD 99492 b,HIP 55848,2
HD 99492 b,HIP 55848,2
HD 99492 b,HIP 55848,2
HD 99492 b,HIP 55848,2
HD 99492 b,HIP 55848,2
HD 99492 b,HIP 55848,2
HD 99492 b,HIP 55848,2
HD 99492 c,HIP 55848,2
HD 99706 b,HIP 55994,2
HD 99706 b,HIP 55994,2
HD 99706 b,HIP 55994,2
HD 99706 c,HIP 55994,2
HIP 105854 b,HIP 105854,1
HIP 107772 b,HIP 107772,1
HIP 107773 b,HIP 107773,1
HIP 109384 b,HIP 109384,1
HIP 109600 b,HIP 109600,1
HIP 113103 b,HIP 113103,2
HIP 113103 c,HIP 113103,2
HIP 113103 c,HIP 113103,2
HIP 114933 b,HIP 114933,1
HIP 116454 b,HIP 116454,1
HIP 116454 b,HIP 116454,1
HIP 116454 b,HIP 116454,1
HIP 116454 b,HIP 116454,1
HIP 12961 b,HIP 12961,1
HIP 12961 b,HIP 12961,1
HIP 14810 b,HIP 14810,3
HIP 14810 b,HIP 14810,3
HIP 14810 b,HIP 14810,3
HIP 14810 b,HIP 14810,3
HIP 14810 b,HIP 14810,3
HIP 14810 c,HIP 14810,3
HIP 14810 c,HIP 14810,3
HIP 14810 c,HIP 14810,3
HIP 14810 d,HIP 14810,3
HIP 14810 d,HIP 14810,3
HIP 19976 b,HIP 19976,1
HIP 21152 b,HIP 21152,1
HIP 21152 b,HIP 21152,1
HIP 29442 b,HIP 29442,3
HIP 29442 b,HIP 29442,3
HIP 29442 c,HIP 29442,3
HIP 29442 d,HIP 29442,3
HIP 34222 b,HIP 34222,1
HIP 35173 b,HIP 35173,1
HIP 35965 b,HIP 35965,1
HIP 38594 b,HIP 38594,2
HIP 38594 c,HIP 38594,2
HIP 41378 b,HIP 41378,5
HIP 41378 b,HIP 41378,5
HIP 41378 b,HIP 41378,5
HIP 41378 c,HIP 41378,5
HIP 41378 c,HIP 41378,5
HIP 41378 c,HIP 41378,5
HIP 41378 d,HIP 41378,5
HIP 41378 d,HIP 41378,5
HIP 41378 d,HIP 41378,5
HIP 41378 d,HIP 41378,5
HIP 41378 e,HIP 41378,5
HIP 41378 e,HIP 41378,5
HIP 41378 f,HIP 41378,5
HIP 41378 f,HIP 41378,5
HIP 41378 f,HIP 41378,5
HIP 4845 b,HIP 4845,1
HIP 48714 b,HIP 48714,1
HIP 5158 b,HIP 5158,2
HIP 5158 b,HIP 5158,2
HIP 5158 b,HIP 5158,2
HIP 5158 c,HIP 5158,2
HIP 54373 b,HIP 54373,2
HIP 54373 c,HIP 54373,2
HIP 54597 b,HIP 54597,1
HIP 54597 b,HIP 54597,1
HIP 55507 b,HIP 55507,1
HIP 56640 b,HIP 56640,1
HIP 56640 b,HIP 56640,1
HIP 56640 b,HIP 56640,1
HIP 57274 b,HIP 57274,3
HIP 57274 b,HIP 57274,3
HIP 57274 b,HIP 57274,3
HIP 57274 c,HIP 57274,3
HIP 57274 d,HIP 57274,3
HIP 5763 b,HIP 5763,1
HIP 63242 b,HIP 63242,1
HIP 65 A b,HIP 65 A,1
HIP 65 A b,HIP 65 A,1
HIP 65 A b,HIP 65 A,1
HIP 65 A b,HIP 65 A,1
HIP 65407 b,HIP 65407,2
HIP 65407 c,HIP 65407,2
HIP 65426 b,HIP 65426,1
HIP 65891 b,HIP 65891,1
HIP 65891 b,HIP 65891,1
HIP 66074 b,HIP 66074,1
HIP 67522 b,HIP 67522,1
HIP 67522 b,HIP 67522,1
HIP 67537 b,HIP 67537,1
HIP 67537 b,HIP 67537,1
HIP 67537 b,HIP 67537,1
HIP 67851 b,HIP 67851,2
HIP 67851 b,HIP 67851,2
HIP 67851 b,HIP 67851,2
HIP 67851 b,HIP 67851,2
HIP 67851 c,HIP 67851,2
HIP 67851 c,HIP 67851,2
HIP 67851 c,HIP 67851,2
HIP 67851 c,HIP 67851,2
HIP 70849 b,HIP 70849,1
HIP 70849 b,HIP 70849,1
HIP 71135 b,HIP 71135,1
HIP 74890 b,HIP 74890,1
HIP 75092 b,HIP 75092,1
HIP 78530 b,HIP 78530,1
HIP 78530 b,HIP 78530,1
HIP 78530 b,HIP 78530,1
HIP 79098 AB b,HIP 79098 AB,1
HIP 79431 b,HIP 79431,1
HIP 81208 C b,HIP 81208 C,1
HIP 8541 b,HIP 8541,2
HIP 8541 b,HIP 8541,2
HIP 8541 b,HIP 8541,2
HIP 86221 b,HIP 86221,1
HIP 90988 b,HIP 90988,1
HIP 90988 b,HIP 90988,1
HIP 91258 b,HIP 91258,1
HIP 91258 b,HIP 91258,1
HIP 94235 b,HIP 94235,1
HIP 94235 b,HIP 94235,1
HIP 94235 b,HIP 94235,1
HIP 948 b,HIP 948,1
HIP 9618 b,HIP 9618,2
HIP 9618 b,HIP 9618,2
HIP 9618 c,HIP 9618,2
HIP 9618 c,HIP 9618,2
HIP 97166 b,HIP 97166,2
HIP 97166 b,HIP 97166,2
HIP 97166 c,HIP 97166,2
HIP 97233 b,HIP 97233,1
HIP 97233 b,HIP 97233,1
HIP 97233 b,HIP 97233,1
HIP 99770 b,HIP 99770,1
HN Lib b,HIP 71253,1
HN Peg b,HIP 107350,1
HR 2562 b,HIP 32775,1
HR 5183 b,HIP 67246,1
HR 5183 b,HIP 67246,1
HR 5183 b,HIP 67246,1
HR 810 b,HIP 12653,1
HR 810 b,HIP 12653,1
HR 810 b,HIP 12653,1
HR 858 b,HIP 13363,3
HR 858 b,HIP 13363,3
HR 858 c,HIP 13363,3
HR 858 c,HIP 13363,3
HR 858 d,HIP 13363,3
HR 858 d,HIP 13363,3
HR 8799 b,HIP 114189,4
HR 8799 b,HIP 114189,4
HR 8799 b,HIP 114189,4
HR 8799 b,HIP 114189,4
HR 8799 c,HIP 114189,4
HR 8799 c,HIP 114189,4
HR 8799 c,HIP 114189,4
HR 8799 c,HIP 114189,4
HR 8799 d,HIP 114189,4
HR 8799 d,HIP 114189,4
HR 8799 d,HIP 114189,4
HR 8799 d,HIP 114189,4
HR 8799 e,HIP 114189,4
HR 8799 e,HIP 114189,4
HR 8799 e,HIP 114189,4
HR 8799 e,HIP 114189,4
HS Psc b,,1
HU Aqr AB b,,2
HU Aqr AB c,,2
IC 4651 9122 b,,1
K2-10 b,,1
K2-10 b,,1
K2-10 b,,1
K2-10 b,,1
K2-10 b,,1
K2-10 b,,1
K2-10 b,,1
K2-100 b,,1
K2-100 b,,1
K2-100 b,,1
K2-100 b,,1
K2-100 b,,1
K2-100 b,,1
K2-100 b,,1
K2-100 b,,1
K2-100 b,,1
K2-100 b,,1
K2-100 b,,1
K2-101 b,,1
K2-101 b,,1
K2-101 b,,1
K2-101 b,,1
K2-101 b,,1
K2-101 b,,1
K2-101 b,,1
K2-102 b,,1
K2-102 b,,1
K2-104 b,,1
K2-104 b,,1
K2-104 b,,1
K2-104 b,,1
K2-104 b,,1
K2-104 b,,1
K2-104 b,,1
K2-104 b,,1
K2-105 b,,1
K2-105 b,,1
K2-105 b,,1
K2-105 b,,1
K2-105 b,,1
K2-105 b,,1
K2-105 b,,1
K2-105 b,,1
K2-105 b,,1
K2-107 b,,1
K2-107 b,,1
K2-107 b,,1
K2-107 b,,1
K2-107 b,,1
K2-107 b,,1
K2-108 b,,1
K2-108 b,,1
K2-108 b,,1
K2-108 b,,1
K2-108 b,,1
K2-108 b,,1
K2-108 b,,1
K2-11 b,,1
K2-11 b,,1
K2-11 b,,1
K2-11 b,,1
K2-110 b,,1
K2-110 b,,1
K2-110 b,,1
K2-110 b,,1
K2-110 b,,1
K2-110 b,,1
K2-110 b,,1
K2-110 b,,1
K2-111 b,,2
K2-111 b,,2
K2-111 b,,2
K2-111 b,,2
K2-111 b,,2
K2-111 b,,2
K2-111 c,,2
K2-111 c,,2
K2-113 b,,1
K2-113 b,,1
K2-113 b,,1
K2-113 b,,1
K2-113 b,,1
K2-113 b,,1
K2-114 b,,1
K2-114 b,,1
K2-114 b,,1
K2-114 b,,1
K2-114 b,,1
